id,userid,score
279,23315A6630,0000
280,22311A6630,0000
281,22311A6629,0000
282,23315A6628,0000
283,23315A6627,0000
284,22311A6627,0000
285,23315A6626,0000
286,22311A6626,0000
287,23315A6625,0000
288,22311A6625,0000
289,23315A6624,0000
290,22311A6624,0000
291,22311A6623,0000
292,23315A6622,0000
293,22311A6622,0000
294,23315A6621,0000
295,22311A6621,0000
296,23315A6620,0000
297,22311A6620,0000
298,23315A6619,0000
299,22311A6619,0000
300,23315A6618,0000
301,23315A6617,0000
302,22311A6617,0000
303,23315A6616,0000
304,22311A6616,0000
305,23315A6615,0000
306,23315A6614,0000
307,22311A6614,0000
308,23315A6613,0000
309,22311A6613,0000
310,23315A6612,0000
311,22311A6612,0000
312,23315A6611,0000
313,22311A6611,0000
314,23315A6610,0000
315,22311A6610,0000
316,23315A6609,0000
317,22311A6609,0000
318,23315A6608,0000
319,22311A6608,0000
320,23315A6607,0000
321,22311A6607,0000
322,23315A6606,0000
323,22311A6606,0000
324,23315A6605,0000
325,22311A6605,0000
326,23315A6604,0000
327,22311A6604,0000
328,23315A6603,0000
329,22311A6603,0000
330,23315A6602,0000
331,23315A6601,0000
332,22311A6601,0000
333,22311A6262,0000
334,22311A6261,0000
335,22311A6260,0000
336,22311A6259,0000
337,22311A6258,0000
338,22311A6257,0000
339,22311A6255,0000
340,22311A6253,0000
341,22311A6252,0000
342,22311A6251,0000
343,22311A6250,0000
344,22311A6249,0000
345,22311A6248,0000
346,22311A6247,0000
347,22311A6245,0000
348,22311A6244,0000
349,22311A6243,0000
350,22311A6242,0000
351,22311A6240,0000
352,22311A6239,0000
353,22311A6238,0000
354,22311A6237,0000
355,22311A6235,0000
356,22311A6234,0000
357,22311A6233,0000
358,22311A6231,0000
359,22311A6230,0000
360,22311A6228,0000
361,22311A6227,0000
362,22311A6226,0000
363,22311A6225,0000
364,22311A6224,0000
365,22311A6223,0000
366,22311A6222,0000
367,22311A6220,0000
368,22311A6219,0000
369,22311A6218,0000
370,22311A6217,0000
371,22311A6216,0000
372,22311A6215,0000
373,22311A6214,0000
374,22311A6213,0000
375,22311A6212,0000
376,22311A6211,0000
377,22311A6210,0000
378,23315A6209,0000
379,22311A6209,0000
380,23315A6208,0000
381,22311A6208,0000
382,23315A6207,0000
383,23315A6206,0000
384,22311A6206,0000
385,23315A6205,0000
386,22311A6205,0000
387,23315A6204,0000
388,22311A6203,0000
389,23315A6202,0000
390,22311A6202,0000
391,23315A6201,0000
392,22311A6201,0000
393,22311A19B7,0000
394,22311A19B6,0000
395,22311A19B3,0000
396,22311A19B2,0000
397,22311A19B1,0000
398,22311A19B0,0000
399,22311A19A9,0000
400,22311A19A8,0000
401,22311A19A7,0000
402,22311A19A5,0000
403,22311A19A4,0000
404,22311A19A2,0000
405,22311A19A1,0000
406,22311A19A0,0000
407,22311A1997,0000
408,22311A1996,0000
409,22311A1993,0000
410,22311A1992,0000
411,22311A1991,0000
412,22311A1990,0000
413,22311A1988,0000
414,22311A1986,0000
415,22311A1985,0000
416,22311A1984,0000
417,22311A1982,0000
418,22311A1981,0000
419,22311A1980,0000
420,22311A1979,0000
421,22311A1978,0000
422,22311A1977,0000
423,22311A1975,0000
424,22311A1974,0000
425,22311A1973,0000
426,22311A1971,0000
427,22311A1970,0000
428,22311A1969,0000
429,22311A1968,0000
430,22311A1967,0000
431,22311A1966,0000
432,22311A1965,0000
433,22311A1964,0000
434,22311A1963,0000
435,22311A1961,0000
436,22311A1960,0000
437,22311A1959,0000
438,22311A1958,0000
439,22311A1957,0000
440,22311A1956,0000
441,22311A1954,0000
442,22311A1953,0000
443,22311A1951,0000
444,22311A1950,0000
445,22311A1948,0000
446,22311A1947,0000
447,22311A1945,0000
448,22311A1944,0000
449,22311A1943,0000
450,22311A1941,0000
451,22311A1940,0000
452,22311A1939,0000
453,22311A1938,0000
454,22311A1937,0000
455,22311A1935,0000
456,22311A1934,0000
457,22311A1933,0000
458,22311A1932,0000
459,22311A1931,0000
460,22311A1929,0000
461,22311A1927,0000
462,22311A1925,0000
463,22311A1924,0000
464,22311A1922,0000
465,22311A1921,0000
466,22311A1920,0000
467,22311A1918,0000
468,22311A1917,0000
469,22311A1915,0000
470,22311A1913,0000
471,22311A1912,0000
472,22311A1911,0000
473,22311A1910,0000
474,22311A1909,0000
475,22311A1908,0000
476,22311A1907,0000
477,22311A1906,0000
478,22311A1905,0000
479,22311A1904,0000
480,22311A1903,0000
481,22311A1902,0000
482,23315A1901,0000
483,22311A1901,0000
484,22311A12R6,0000
485,22311A12R4,0000
486,22311A12R3,0000
487,22311A12R1,0000
488,22311A12R0,0000
489,22311A12Q8,0000
490,22311A12Q4,0000
491,22311A12P9,0000
492,22311A12P8,0000
493,22311A12P7,0000
494,22311A12P2,0000
495,22311A12P0,0000
496,22311A12N9,0000
497,22311A12N8,0000
498,22311A12N7,0000
499,22311A12N6,0000
500,22311A12N5,0000
501,22311A12N4,0000
502,22311A12N3,0000
503,22311A12N2,0000
504,22311A12N1,0000
505,22311A12N0,0000
506,22311A12M9,0000
507,22311A12M8,0000
508,22311A12M7,0000
509,22311A12M6,0000
510,22311A12M5,0000
511,22311A12M4,0000
512,22311A12M3,0000
513,22311A12M2,0000
514,22311A12M1,0000
515,22311A12M0,0000
516,22311A12L9,0000
517,22311A12L8,0000
518,22311A12L7,0000
519,22311A12L6,0000
520,22311A12L5,0000
521,22311A12L4,0000
522,22311A12L3,0000
523,22311A12L2,0000
524,22311A12L1,0000
525,22311A12L0,0000
526,22311A12K9,0000
527,22311A12K8,0000
528,22311A12K7,0000
529,22311A12K6,0000
530,22311A12K5,0000
531,22311A12K4,0000
532,22311A12K3,0000
533,22311A12K2,0000
534,22311A12K1,0000
535,22311A12K0,0000
536,22311A12J9,0000
537,22311A12J8,0000
538,22311A12J7,0000
539,22311A12J6,0000
540,22311A12J5,0000
541,22311A12J4,0000
542,22311A12J3,0000
543,22311A12J1,0000
544,22311A12H9,0000
545,22311A12H8,0000
546,22311A12H6,0000
547,22311A12H4,0000
548,22311A12H2,0000
549,22311A12H1,0000
550,22311A12G8,0000
551,22311A12G7,0000
552,22311A12G6,0000
553,22311A12G5,0000
554,22311A12G4,0000
555,22311A12G3,0000
556,22311A12F9,0000
557,22311A12F8,0000
558,22311A12F7,0000
559,22311A12F6,0000
560,22311A12F5,0000
561,22311A12F4,0000
562,22311A12F2,0000
563,22311A12F1,0000
564,22311A12F0,0000
565,22311A12E9,0000
566,22311A12E8,0000
567,22311A12E7,0000
568,22311A12E6,0000
569,22311A12E5,0000
570,22311A12E4,0000
571,22311A12E3,0000
572,22311A12E2,0000
573,22311A12E1,0000
574,22311A12E0,0000
575,22311A12D9,0000
576,22311A12D8,0000
577,22311A12D7,0000
578,22311A12D6,0000
579,22311A12D5,0000
580,22311A12D4,0000
581,22311A12D2,0000
582,22311A12D1,0000
583,22311A12D0,0000
584,22311A12C9,0000
585,22311A12C8,0000
586,22311A12C7,0000
587,22311A12C6,0000
588,22311A12C5,0000
589,22311A12C4,0000
590,22311A12C2,0000
591,22311A12C1,0000
592,22311A12B9,0000
593,22311A12B7,0000
594,22311A12B6,0000
595,22311A12B5,0000
596,22311A12B3,0000
597,22311A12B2,0000
598,22311A12A8,0000
599,22311A12A7,0000
600,22311A12A6,0000
601,22311A12A4,0000
602,22311A12A3,0000
603,22311A12A2,0000
604,22311A12A1,0000
605,22311A12A0,0000
606,22311A1299,0000
607,22311A1297,0000
608,22311A1295,0000
609,22311A1294,0000
610,22311A1292,0000
611,22311A1291,0000
612,22311A1289,0000
613,22311A1288,0000
614,22311A1287,0000
615,22311A1286,0000
616,22311A1285,0000
617,22311A1284,0000
618,22311A1283,0000
619,22311A1282,0000
620,22311A1281,0000
621,22311A1280,0000
622,22311A1279,0000
623,22311A1278,0000
624,22311A1277,0000
625,22311A1276,0000
626,22311A1275,0000
627,22311A1274,0000
628,22311A1273,0000
629,22311A1272,0000
630,22311A1271,0000
631,22311A1270,0000
632,22311A1269,0000
633,22311A1268,0000
634,22311A1266,0000
635,22311A1264,0000
636,22311A1263,0000
637,22311A1262,0000
638,22311A1261,0000
639,22311A1260,0000
640,22311A1259,0000
641,22311A1258,0000
642,22311A1255,0000
643,22311A1254,0000
644,22311A1252,0000
645,22311A1248,0000
646,22311A1247,0000
647,22311A1245,0000
648,22311A1244,0000
649,22311A1243,0000
650,22311A1241,0000
651,22311A1240,0000
652,22311A1239,0000
653,22311A1237,0000
654,22311A1236,0000
655,22311A1235,0000
656,22311A1234,0000
657,22311A1233,0000
658,22311A1232,0000
659,22311A1230,0000
660,23315A1229,0000
661,22311A1229,0000
662,23315A1228,0000
663,22311A1228,0000
664,23315A1227,0000
665,23315A1226,0000
666,23315A1225,0000
667,22311A1225,0000
668,23315A1224,0000
669,22311A1224,0000
670,23315A1223,0000
671,22311A1223,0000
672,23315A1222,0000
673,22311A1221,0000
674,23315A1220,0000
675,22311A1220,0000
676,23315A1219,0000
677,22311A1219,0000
678,23315A1218,0000
679,22311A1218,0000
680,23315A1217,0000
681,22311A1217,0000
682,23315A1216,0000
683,22311A1216,0000
684,23315A1215,0000
685,22311A1215,0000
686,23315A1214,0000
687,22311A1214,0000
688,22311A1213,0000
689,23315A1212,0000
690,22311A1212,0000
691,23315A1211,0000
692,22311A1211,0000
693,23315A1210,0000
694,22311A1210,0000
695,23315A1209,0000
696,22311A1209,0000
697,23315A1208,0000
698,23315A1207,0000
699,22311A1207,0000
700,22311A1206,0000
701,22311A1205,0000
702,23315A1204,0000
703,22311A1204,0000
704,23315A1203,0000
705,22311A1203,0000
706,23315A1202,0000
707,22311A1202,0000
708,23315A1201,0000
709,22311A05Z4,0000
710,22311A05Y6,0000
711,22311A05Y5,0000
712,22311A05Y4,0000
713,22311A05Y3,0000
714,22311A05Y2,0000
715,22311A05Y0,0000
716,22311A05X9,0000
717,22311A05X8,0000
718,22311A05X6,0000
719,22311A05X5,0000
720,22311A05X4,0000
721,22311A05X3,0000
722,22311A05X1,0000
723,22311A05X0,0000
724,22311A05W9,0000
725,22311A05W8,0000
726,22311A05W6,0000
727,22311A05W4,0000
728,22311A05W3,0000
729,22311A05W1,0000
730,22311A05V9,0000
731,22311A05V8,0000
732,22311A05V7,0000
733,22311A05V6,0000
734,22311A05V4,0000
735,22311A05V3,0000
736,21311A05V3,0000
737,22311A05V2,0000
738,22311A05V0,0000
739,22311A05U9,0000
740,22311A05U8,0000
741,22311A05U6,0000
742,22311A05U5,0000
743,22311A05U4,0000
744,22311A05U3,0000
745,22311A05U2,0000
746,22311A05U1,0000
747,22311A05U0,0000
748,22311A05T9,0000
749,22311A05T8,0000
750,22311A05T7,0000
751,22311A05T6,0000
752,22311A05T5,0000
753,22311A05T3,0000
754,22311A05T2,0000
755,22311A05T1,0000
756,22311A05T0,0000
757,22311A05R9,0000
758,22311A05R8,0000
759,22311A05R7,0000
760,22311A05R6,0000
761,22311A05R5,0000
762,22311A05R4,0000
763,22311A05R2,0000
764,22311A05R0,0000
765,22311A05Q9,0000
766,22311A05Q8,0000
767,22311A05Q7,0000
768,22311A05Q6,0000
769,22311A05Q5,0000
770,22311A05Q4,0000
771,22311A05Q2,0000
772,22311A05Q1,0000
773,22311A05Q0,0000
774,22311A05P8,0000
775,22311A05P6,0000
776,22311A05P5,0000
777,22311A05P4,0000
778,22311A05P3,0000
779,22311A05P2,0000
780,22311A05P0,0000
781,22311A05N9,0000
782,22311A05N8,0000
783,22311A05N7,0000
784,22311A05N6,0000
785,22311A05N4,0000
786,22311A05N3,0000
787,22311A05N1,0000
788,22311A05N0,0000
789,22311A05M9,0000
790,22311A05M8,0000
791,22311A05M7,0000
792,22311A05M5,0000
793,22311A05M4,0000
794,22311A05M3,0000
795,22311A05M2,0000
796,22311A05M1,0000
797,22311A05M0,0000
798,22311A05L9,0000
799,22311A05L8,0000
800,22311A05L7,0000
801,22311A05L6,0000
802,22311A05L5,0000
803,22311A05L4,0000
804,22311A05L3,0000
805,22311A05L2,0000
806,22311A05L1,0000
807,22311A05L0,0000
808,22311A05K9,0000
809,22311A05K8,0000
810,22311A05K7,0000
811,22311A05K6,0000
812,22311A05K5,0000
813,22311A05K4,0000
814,22311A05K3,0000
815,22311A05K2,0000
816,22311A05K1,0000
817,22311A05K0,0000
818,22311A05J8,0000
819,22311A05J7,0000
820,22311A05J5,0000
821,22311A05J3,0000
822,22311A05J2,0000
823,22311A05J0,0000
824,22311A05H9,0000
825,22311A05H8,0000
826,22311A05H7,0000
827,22311A05H5,0000
828,22311A05H4,0000
829,22311A05H2,0000
830,22311A05H1,0000
831,22311A05H0,0000
832,22311A05GF,0000
833,22311A05G9,0000
834,22311A05G8,0000
835,22311A05G7,0000
836,22311A05G6,0000
837,22311A05G5,0000
838,22311A05G4,0000
839,22311A05G3,0000
840,22311A05G0,0000
841,22311A05F9,0000
842,22311A05F8,0000
843,22311A05F7,0000
844,22311A05F6,0000
845,22311A05F4,0000
846,22311A05F3,0000
847,22311A05F2,0000
848,22311A05F0,0000
849,22311A05EM,0000
850,22311A05E9,0000
851,22311A05E8,0000
852,22311A05E7,0000
853,22311A05E6,0000
854,22311A05E5,0000
855,22311A05E4,0000
856,22311A05E3,0000
857,22311A05E2,0000
858,22311A05E1,0000
859,22311A05E0,0000
860,22311A05DZ,0000
861,22311A05DG,0000
862,22311A05D9,0000
863,22311A05D8,0000
864,22311A05D7,0000
865,22311A05D5,0000
866,22311A05D4,0000
867,22311A05D3,0000
868,22311A05D1,0000
869,22311A05CP,0000
870,22311A05CF,0000
871,22311A05C9,0000
872,22311A05C8,0000
873,22311A05C7,0000
874,22311A05C6,0000
875,22311A05C5,0000
876,22311A05C4,0000
877,22311A05BX,0000
878,22311A05BU,0000
879,22311A05BQ,0000
880,22311A05B9,0000
881,22311A05B8,0000
882,22311A05B7,0000
883,22311A05B6,0000
884,22311A05B5,0000
885,22311A05B4,0000
886,22311A05B2,0000
887,22311A05B1,0000
888,22311A05B0,0000
889,22311A05AQ,0000
890,22311A05AM,0000
891,22311A05AH,0000
892,22311A05AD,0000
893,22311A05A9,0000
894,22311A05A8,0000
895,22311A05A7,0000
896,22311A05A6,0000
897,22311A05A5,0000
898,22311A05A4,0000
899,22311A05A3,0000
900,22311A05A1,0000
901,22311A05A0,0000
902,22311A0599,0000
903,22311A0598,0000
904,22311A0597,0000
905,22311A0594,0000
906,22311A0593,0000
907,22311A0592,0000
908,22311A0591,0000
909,22311A0589,0000
910,22311A0588,0000
911,22311A0587,0000
912,22311A0586,0000
913,22311A0585,0000
914,22311A0584,0000
915,22311A0583,0000
916,22311A0582,0000
917,22311A0581,0000
918,22311A0580,0000
919,22311A0579,0000
920,22311A0578,0000
921,22311A0577,0000
922,22311A0576,0000
923,22311A0575,0000
924,22311A0574,0000
925,22311A0573,0000
926,22311A0572,0000
927,22311A0571,0000
928,22311A0570,0000
929,22311A0569,0000
930,22311A0567,0000
931,22311A0566,0000
932,22311A0565,0000
933,22311A0564,0000
934,22311A0562,0000
935,22311A0561,0000
936,22311A0558,0000
937,22311A0557,0000
938,22311A0556,0000
939,22311A0555,0000
940,22311A0554,0000
941,22311A0552,0000
942,22311A0551,0000
943,22311A0549,0000
944,22311A0547,0000
945,22311A0546,0000
946,22311A0545,0000
947,22311A0544,0000
948,22311A0543,0000
949,22311A0541,0000
950,22311A0540,0000
951,22311A0539,0000
952,22311A0538,0000
953,22311A0537,0000
954,22311A0535,0000
955,22311A0534,0000
956,23315A0533,0000
957,23315A0532,0000
958,22311A0532,0000
959,23315A0531,0000
960,22311A0531,0000
961,23315A0530,0000
962,22311A0530,0000
963,23315A0529,0000
964,23315A0528,0000
965,22311A0528,0000
966,23315A0527,0000
967,22311A0527,0000
968,23315A0526,0000
969,22311A0526,0000
970,23315A0525,0000
971,22311A0525,0000
972,23315A0524,0000
973,22311A0524,0000
974,23315A0523,0000
975,22311A0523,0000
976,23315A0522,0000
977,23315A0521,0000
978,22311A0521,0000
979,23315A0520,0000
980,22311A0520,0000
981,23315A0519,0000
982,23315A0518,0000
983,22311A0518,0000
984,23315A0517,0000
985,22311A0517,0000
986,23315A0516,0000
987,23315A0515,0000
988,22311A0515,0000
989,22311A0514,0000
990,23315A0513,0000
991,22311A0513,0000
992,23315A0512,0000
993,22311A0512,0000
994,23315A0511,0000
995,22311A0511,0000
996,23315A0510,0000
997,23315A0509,0000
998,22311A0509,0000
999,23315A0508,0000
1000,22311A0508,0000
1001,23315A0507,0000
1002,22311A0507,0000
1003,22311A0506,0000
1004,23315A0505,0000
1005,22311A0505,0000
1006,23315A0504,0000
1007,23315A0503,0000
1008,22311A0503,0000
1009,22311A0502,0000
1010,23315A0501,0000
1011,22311A04Z9,0000
1012,22311A04Z7,0000
1013,22311A04Z5,0000
1014,22311A04Z2,0000
1015,22311A04Z0,0000
1016,22311A04Y9,0000
1017,22311A04Y4,0000
1018,22311A04Y0,0000
1019,22311A04X7,0000
1020,22311A04X6,0000
1021,22311A04X5,0000
1022,22311A04X4,0000
1023,22311A04X3,0000
1024,22311A04X1,0000
1025,22311A04X0,0000
1026,22311A04W9,0000
1027,22311A04W8,0000
1028,22311A04W7,0000
1029,22311A04W6,0000
1030,22311A04W5,0000
1031,22311A04W3,0000
1032,22311A04W2,0000
1033,22311A04W1,0000
1034,22311A04W0,0000
1035,22311A04V9,0000
1036,22311A04V8,0000
1037,22311A04V7,0000
1038,22311A04V6,0000
1039,22311A04V5,0000
1040,22311A04V4,0000
1041,22311A04V3,0000
1042,22311A04V2,0000
1043,22311A04V1,0000
1044,22311A04V0,0000
1045,22311A04U9,0000
1046,22311A04U8,0000
1047,22311A04U7,0000
1048,22311A04U4,0000
1049,22311A04U2,0000
1050,22311A04U1,0000
1051,22311A04T9,0000
1052,22311A04T8,0000
1053,22311A04T6,0000
1054,22311A04T5,0000
1055,22311A04T3,0000
1056,22311A04T1,0000
1057,22311A04R9,0000
1058,22311A04R8,0000
1059,22311A04R6,0000
1060,22311A04R5,0000
1061,22311A04R3,0000
1062,22311A04R2,0000
1063,22311A04R1,0000
1064,22311A04R0,0000
1065,22311A04Q9,0000
1066,22311A04Q6,0000
1067,22311A04Q5,0000
1068,22311A04Q2,0000
1069,22311A04Q1,0000
1070,22311A04Q0,0000
1071,22311A04P7,0000
1072,22311A04P5,0000
1073,22311A04P4,0000
1074,22311A04P3,0000
1075,22311A04P2,0000
1076,22311A04P1,0000
1077,22311A04P0,0000
1078,22311A04N9,0000
1079,22311A04N8,0000
1080,22311A04N6,0000
1081,22311A04N5,0000
1082,22311A04N4,0000
1083,22311A04N2,0000
1084,22311A04N1,0000
1085,22311A04N0,0000
1086,22311A04M9,0000
1087,22311A04M7,0000
1088,22311A04M5,0000
1089,22311A04M4,0000
1090,22311A04M3,0000
1091,22311A04M1,0000
1092,22311A04M0,0000
1093,22311A04L8,0000
1094,22311A04L7,0000
1095,22311A04L6,0000
1096,22311A04L5,0000
1097,22311A04L4,0000
1098,22311A04L3,0000
1099,22311A04L2,0000
1100,22311A04L1,0000
1101,22311A04L0,0000
1102,22311A04K9,0000
1103,22311A04K7,0000
1104,22311A04K5,0000
1105,22311A04K2,0000
1106,22311A04J9,0000
1107,22311A04J7,0000
1108,22311A04J6,0000
1109,22311A04J3,0000
1110,22311A04J2,0000
1111,22311A04J1,0000
1112,22311A04J0,0000
1113,22311A04H8,0000
1114,22311A04H7,0000
1115,22311A04H6,0000
1116,22311A04H5,0000
1117,22311A04H0,0000
1118,22311A04G8,0000
1119,22311A04G7,0000
1120,22311A04G6,0000
1121,22311A04G5,0000
1122,22311A04G4,0000
1123,22311A04G3,0000
1124,22311A04G2,0000
1125,22311A04G1,0000
1126,22311A04G0,0000
1127,22311A04FD,0000
1128,22311A04FC,0000
1129,22311A04F9,0000
1130,22311A04F8,0000
1131,22311A04F7,0000
1132,22311A04F6,0000
1133,22311A04F5,0000
1134,22311A04F4,0000
1135,22311A04F3,0000
1136,22311A04F2,0000
1137,22311A04F1,0000
1138,22311A04F0,0000
1139,22311A04EN,0000
1140,22311A04EM,0000
1141,22311A04EK,0000
1142,22311A04EJ,0000
1143,22311A04EH,0000
1144,22311A04EG,0000
1145,22311A04EF,0000
1146,22311A04EE,0000
1147,22311A04EC,0000
1148,22311A04EB,0000
1149,22311A04EA,0000
1150,22311A04E9,0000
1151,22311A04E8,0000
1152,22311A04E7,0000
1153,22311A04E6,0000
1154,22311A04E5,0000
1155,22311A04E4,0000
1156,22311A04E3,0000
1157,22311A04E2,0000
1158,22311A04E1,0000
1159,22311A04E0,0000
1160,22311A04DZ,0000
1161,22311A04DY,0000
1162,22311A04DW,0000
1163,22311A04DT,0000
1164,22311A04DR,0000
1165,22311A04DQ,0000
1166,22311A04DP,0000
1167,22311A04DN,0000
1168,22311A04DL,0000
1169,22311A04DK,0000
1170,22311A04DH,0000
1171,22311A04DG,0000
1172,22311A04DF,0000
1173,22311A04DE,0000
1174,22311A04DD,0000
1175,22311A04DC,0000
1176,22311A04DB,0000
1177,22311A04DA,0000
1178,22311A04D9,0000
1179,22311A04D8,0000
1180,22311A04D7,0000
1181,22311A04D6,0000
1182,22311A04D3,0000
1183,22311A04D1,0000
1184,22311A04CZ,0000
1185,22311A04CY,0000
1186,22311A04CT,0000
1187,22311A04CR,0000
1188,22311A04CP,0000
1189,22311A04CM,0000
1190,22311A04CH,0000
1191,22311A04CC,0000
1192,22311A04C7,0000
1193,22311A04C5,0000
1194,22311A04C3,0000
1195,22311A04C1,0000
1196,22311A04BY,0000
1197,22311A04BU,0000
1198,22311A04BT,0000
1199,22311A04BR,0000
